1,2881,4942,77328,72386
2,2324,17070,39746,22676
3,2371,1834,20045,18211
4,3037,4393,21499,17106
5,2603,1167,16642,15475
6,3702,1828,15882,14054
7,2886,5986,18605,12619
8,6116,23335,34561,11226
9,2511,0,8456,8456
10,2885,15490,23614,8124
11,2409,22366,29834,7468
12,3474,740,7671,6931
13,1402,5146,12045,6899
14,2317,13099,19917,6818
15,2303,10164,16866,6702
16,2618,1211,7442,6231
17,2504,0,5400,5400
18,2449,5000,9931,4931
19,2327,0,4645,4645
20,1319,0,4301,4301
21,3481,10480,14632,4152
22,2908,1261,5070,3809
23,2823,5446,9101,3655
24,3044,247,3762,3515
25,2301,920,4288,3368
26,1904,0,3323,3323
27,2385,254,3521,3267
28,5355,0,3176,3176
29,2888,2058,4861,2803
30,1303,5931,8645,2714
