1,2888,1643,27460,25817
2,2002,3339,17076,13737
3,2337,2854,12717,9863
4,2498,5193,14589,9396
5,8069,7673,15572,7899
6,1402,2609,10200,7591
7,1304,754,6594,5840
8,2618,4259,9763,5504
9,3231,4341,9565,5224
10,2881,1008,5630,4622
11,1319,341,4902,4561
12,5346,2166,6622,4456
13,3037,2722,7138,4416
14,5483,567,4481,3914
15,1440,4781,8175,3394
16,3049,664,4016,3352
17,2409,7598,10661,3063
18,2542,375,3371,2996
19,1101,3524,5883,2359
20,1451,47,2082,2035
21,2376,36,2055,2019
22,2892,1509,3466,1957
23,2475,2119,3913,1794
24,1904,531,2215,1684
25,2890,1188,2853,1665
26,5854,1550,3186,1636
27,1434,254,1886,1632
28,6286,50,1495,1445
29,2448,1211,2576,1365
30,1308,87,1420,1333
