1,2891,34572,4803,29769
2,1102,10594,1700,8894
3,2324,12842,4090,8752
4,5346,7679,1141,6538
5,2409,19593,13087,6506
6,2311,8023,3087,4936
7,2609,5932,1144,4788
8,3231,6761,1985,4776
9,2448,4806,647,4159
10,3702,4429,629,3800
11,2382,11687,7925,3762
12,1303,5935,2278,3657
13,2330,17357,13747,3610
14,9904,3852,930,2922
15,1605,3928,1011,2917
16,2881,4613,2272,2341
17,9116,2130,0,2130
18,2883,5781,3703,2078
19,9116,2000,0,2000
20,2014,2074,90,1984
21,1802,2546,659,1887
22,2618,3945,2144,1801
23,1504,2928,1311,1617
24,1710,1875,284,1591
25,2606,1760,191,1569
26,2201,1790,377,1413
27,2347,2831,1485,1346
28,9105,1287,0,1287
29,5009,1206,0,1206
30,2349,1236,91,1145
