1,2891,15576,5628,9948
2,3037,16605,9607,6998
3,1434,6884,160,6724
4,1326,7660,1237,6423
5,2347,5965,291,5674
6,5346,5711,1123,4588
7,2382,8579,4671,3908
8,2360,4470,630,3840
9,2337,4125,711,3414
10,2103,3219,295,2924
11,1101,5865,3363,2502
12,5355,2030,0,2030
13,1907,1920,0,1920
14,2885,3354,1680,1674
15,3042,1647,0,1647
16,3576,1401,0,1401
17,1402,5210,3886,1324
18,6008,1863,567,1296
19,2379,1128,80,1048
20,2474,2854,1808,1046
21,2913,1530,530,1000
22,1444,976,0,976
23,2392,1473,551,922
24,6176,896,1,895
25,2880,2515,1745,770
26,2605,720,0,720
27,1301,3428,2718,710
28,2454,1234,536,698
29,3211,673,0,673
30,9938,600,0,600
