1,1402,55,5131,5076
2,2324,64,3332,3268
3,3231,588,3658,3070
4,2610,48,2738,2690
5,6153,527,3216,2689
6,2473,0,2000,2000
7,2382,99,1488,1389
8,5371,18,1255,1237
9,3443,0,950,950
10,2881,200,900,700
11,2357,135,789,654
12,3311,0,652,652
13,1216,124,727,603
14,2603,25,610,585
15,2889,27,583,556
16,5854,140,646,506
17,2845,13,500,487
18,2379,12,404,392
19,3044,10,362,352
20,2801,146,494,348
21,1314,0,212,212
22,6605,0,206,206
23,3030,0,200,200
24,2486,0,200,200
25,4906,0,200,200
26,2441,0,182,182
27,3045,28,194,166
28,2891,1756,1922,166
29,3008,34,184,150
30,6202,0,121,121
