1,1455,4225,975,3250
2,1718,6565,3880,2685
3,1904,4812,2434,2378
4,2609,9966,7716,2250
5,3037,3371,1213,2158
6,1409,8368,6289,2079
7,2371,8942,6961,1981
8,2801,10673,8710,1963
9,1444,4133,2237,1896
10,2327,3438,2078,1360
11,2010,2032,719,1313
12,2883,4306,3001,1305
13,2610,9501,8204,1297
14,2903,2043,951,1092
15,6183,1104,89,1015
16,1605,4178,3179,999
17,2888,5646,4686,960
18,2492,2399,1468,931
19,6175,1126,201,925
20,2887,7122,6233,889
21,2882,2500,1656,844
22,2881,2023,1188,835
23,1313,3999,3219,780
24,2403,1077,324,753
25,1504,4763,4107,656
26,2454,1627,981,646
27,2345,4223,3621,602
28,1714,1174,593,581
29,3164,745,174,571
30,4904,1056,496,560
