1,1409,18751,10667,8084
2,1902,6952,1555,5397
3,2384,13090,9282,3808
4,1909,4753,1011,3742
5,2801,3582,407,3175
6,3481,4030,1253,2777
7,2610,6546,3774,2772
8,2618,6831,4146,2685
9,2325,2643,252,2391
10,1718,7394,5073,2321
11,1312,6740,4871,1869
12,1504,2564,1155,1409
13,4532,1803,536,1267
14,1905,1967,721,1246
15,2492,1297,105,1192
16,2501,1740,607,1133
17,2854,1538,422,1116
18,2393,1248,171,1077
19,3037,1431,368,1063
20,2353,1670,741,929
21,3383,978,96,882
22,2609,5641,4895,746
23,1513,811,97,714
24,1313,1551,883,668
25,5009,1224,607,617
26,1304,1226,628,598
27,8069,806,229,577
28,1310,1234,737,497
29,2385,845,370,475
30,1314,3317,2862,455
