1,2002,1762,120,1642
2,2325,1576,169,1407
3,2610,1828,1039,789
4,1314,1111,529,582
5,9116,654,88,566
6,6239,595,50,545
7,2303,561,86,475
8,2609,2189,1715,474
9,2618,1440,1033,407
10,6153,480,82,398
11,1455,406,96,310
12,2882,415,142,273
13,1605,365,102,263
14,2892,404,170,234
15,4105,257,27,230
16,8069,302,94,208
17,5854,340,145,195
18,1304,248,57,191
19,9116,293,103,190
20,1227,207,23,184
21,9945,196,20,176
22,1310,328,153,175
23,2449,187,15,172
24,1904,233,62,171
25,2014,294,127,167
26,5506,228,66,162
27,1720,224,68,156
28,3474,238,83,155
29,2316,278,124,154
30,1701,350,198,152
